week,date,city,country,tier,market_type,is_treated,post_treatment,treated_post,orders,active_users,new_users,aov_eur,reorder_rate,conversion_rate,avg_basket_items,delivery_fee_eur,weekly_revenue_eur,macro_shock
90,2023-09-18,Barcelona,Spain,1,competitive,0,1,0,111440,67586,9200,23.2,0.588,0.0432,2.66,1.22,2610144.0,1.0043
91,2023-09-25,Barcelona,Spain,1,competitive,0,1,0,111347,71024,11369,23.43,0.616,0.0353,2.77,1.2,2634429.0,1.0038
92,2023-10-02,Barcelona,Spain,1,competitive,0,1,0,116795,69660,11412,23.05,0.595,0.0359,2.76,1.21,2717411.0,1.0132
93,2023-10-09,Barcelona,Spain,1,competitive,0,1,0,109162,68696,9290,22.9,0.615,0.0342,3.03,1.16,2523716.0,1.0008
94,2023-10-16,Barcelona,Spain,1,competitive,0,1,0,120159,69839,12417,22.65,0.581,0.0359,2.71,1.2,2746743.0,0.9969
95,2023-10-23,Barcelona,Spain,1,competitive,0,1,0,118289,68842,8876,23.21,0.615,0.0475,2.89,1.11,2768412.0,0.9937
96,2023-10-30,Barcelona,Spain,1,competitive,0,1,0,112015,68548,10329,23.02,0.573,0.0293,2.87,1.0,2599150.0,0.9798
97,2023-11-06,Barcelona,Spain,1,competitive,0,1,0,112294,70153,9541,23.27,0.602,0.0299,2.87,1.2,2638336.0,0.9901
98,2023-11-13,Barcelona,Spain,1,competitive,0,1,0,110673,68701,8379,23.37,0.595,0.0484,2.75,1.14,2609924.0,0.9965
99,2023-11-20,Barcelona,Spain,1,competitive,0,1,0,115767,72370,9968,23.42,0.607,0.0239,2.79,1.21,2737533.0,0.9978
100,2023-11-27,Barcelona,Spain,1,competitive,0,1,0,110248,69313,10145,22.8,0.591,0.0345,2.57,1.25,2539647.0,0.996
101,2023-12-04,Barcelona,Spain,1,competitive,0,1,0,123493,73478,12607,23.31,0.58,0.0392,2.67,1.24,2905956.0,0.9818
102,2023-12-11,Barcelona,Spain,1,competitive,0,1,0,118447,74274,8825,23.26,0.617,0.0363,2.83,1.25,2782930.0,0.9835
103,2023-12-18,Barcelona,Spain,1,competitive,0,1,0,126047,76831,12407,22.96,0.616,0.018,2.81,1.15,2920546.0,0.9855
104,2023-12-25,Barcelona,Spain,1,competitive,0,1,0,128889,78137,12897,23.2,0.576,0.0445,2.92,1.19,3018120.0,0.9818
1,2022-01-03,Milan,Italy,1,competitive,0,0,0,106061,69391,10575,24.26,0.612,0.0352,2.77,1.23,2598645.0,1.0055
2,2022-01-10,Milan,Italy,1,competitive,0,0,0,110013,68824,9428,24.55,0.593,0.0335,2.77,1.28,2727248.0,1.002
3,2022-01-17,Milan,Italy,1,competitive,0,0,0,101359,66496,9112,24.07,0.596,0.0305,3.0,1.19,2463450.0,1.0084
4,2022-01-24,Milan,Italy,1,competitive,0,0,0,104200,66399,10630,23.96,0.603,0.0446,2.8,1.36,2523723.0,1.0222
5,2022-01-31,Milan,Italy,1,competitive,0,0,0,98158,64005,8300,24.22,0.616,0.0443,2.83,1.23,2401005.0,1.0119
6,2022-02-07,Milan,Italy,1,competitive,0,0,0,99696,65435,7856,24.29,0.581,0.0331,2.75,1.27,2446547.0,1.0051
7,2022-02-14,Milan,Italy,1,competitive,0,0,0,105035,68484,9058,24.85,0.604,0.0371,2.74,1.33,2637445.0,1.0207
8,2022-02-21,Milan,Italy,1,competitive,0,0,0,111033,68002,10075,23.44,0.614,0.0306,2.61,1.25,2628114.0,1.0219
9,2022-02-28,Milan,Italy,1,competitive,0,0,0,103415,67685,11507,24.27,0.613,0.034,2.7,1.14,2533030.0,1.0091
10,2022-03-07,Milan,Italy,1,competitive,0,0,0,100984,65500,10828,24.24,0.593,0.0219,2.96,1.08,2469074.0,1.0119
11,2022-03-14,Milan,Italy,1,competitive,0,0,0,103845,65389,9577,24.85,0.623,0.0366,2.92,1.21,2604284.0,1.0026
12,2022-03-21,Milan,Italy,1,competitive,0,0,0,101513,67295,9325,24.47,0.594,0.0443,2.74,1.3,2510268.0,0.9966
13,2022-03-28,Milan,Italy,1,competitive,0,0,0,108466,69058,11409,24.12,0.614,0.0358,2.96,1.23,2641682.0,1.0004
14,2022-04-04,Milan,Italy,1,competitive,0,0,0,109909,68632,9731,24.28,0.599,0.0447,2.99,1.16,2692474.0,0.9792
15,2022-04-11,Milan,Italy,1,competitive,0,0,0,108044,68640,8940,24.35,0.603,0.034,2.97,1.13,2654140.0,0.9675
16,2022-04-18,Milan,Italy,1,competitive,0,0,0,110659,70794,10009,23.83,0.589,0.0337,2.88,1.32,2665038.0,0.9727
17,2022-04-25,Milan,Italy,1,competitive,0,0,0,103823,66893,11710,24.65,0.607,0.0361,2.6,1.17,2582716.0,0.9711
18,2022-05-02,Milan,Italy,1,competitive,0,0,0,106919,66202,10185,24.12,0.583,0.0537,2.94,1.2,2602719.0,0.9847
19,2022-05-09,Milan,Italy,1,competitive,0,0,0,98091,66043,10449,23.8,0.595,0.0314,2.83,1.25,2359332.0,0.9801
20,2022-05-16,Milan,Italy,1,competitive,0,0,0,96750,62455,8167,24.83,0.599,0.0421,3.03,1.32,2427035.0,0.9132
21,2022-05-23,Milan,Italy,1,competitive,0,0,0,99872,67490,11326,24.45,0.598,0.0288,2.66,1.09,2463940.0,0.9677
22,2022-05-30,Milan,Italy,1,competitive,0,0,0,102977,71883,11138,24.65,0.609,0.018,3.21,1.18,2563830.0,0.996
23,2022-06-06,Milan,Italy,1,competitive,0,0,0,105485,68588,10886,23.82,0.591,0.0383,3.0,1.24,2538167.0,0.9981
24,2022-06-13,Milan,Italy,1,competitive,0,0,0,106306,69372,11908,24.04,0.6,0.0413,2.76,1.3,2582651.0,0.9831
25,2022-06-20,Milan,Italy,1,competitive,0,0,0,103621,67766,8816,24.24,0.594,0.0313,2.71,1.2,2536169.0,0.983
26,2022-06-27,Milan,Italy,1,competitive,0,0,0,104110,69178,10168,24.06,0.611,0.0253,2.9,1.14,2528545.0,0.9902
27,2022-07-04,Milan,Italy,1,competitive,0,0,0,99195,67703,12275,24.11,0.611,0.053,2.78,1.29,2417793.0,0.981
28,2022-07-11,Milan,Italy,1,competitive,0,0,0,95051,69223,8805,24.33,0.602,0.0382,2.91,1.26,2338757.0,0.9918
29,2022-07-18,Milan,Italy,1,competitive,0,0,0,97441,64590,9191,23.74,0.6,0.0326,2.95,1.1,2334564.0,0.988
30,2022-07-25,Milan,Italy,1,competitive,0,0,0,92099,60169,10930,24.35,0.595,0.0302,2.91,1.17,2263730.0,0.989
31,2022-08-01,Milan,Italy,1,competitive,0,0,0,90027,61323,9167,24.78,0.611,0.0411,2.79,1.13,2251658.0,0.9862
32,2022-08-08,Milan,Italy,1,competitive,0,0,0,96900,62472,8035,23.9,0.609,0.041,2.88,1.23,2338962.0,1.0114
33,2022-08-15,Milan,Italy,1,competitive,0,0,0,102720,64106,7754,23.65,0.614,0.033,2.72,1.14,2451252.0,1.0073
34,2022-08-22,Milan,Italy,1,competitive,0,0,0,104437,64799,9790,24.41,0.591,0.0273,2.56,1.3,2574579.0,0.9931
35,2022-08-29,Milan,Italy,1,competitive,0,0,0,104976,68675,9687,25.24,0.601,0.0332,2.91,1.24,2675141.0,1.0046
36,2022-09-05,Milan,Italy,1,competitive,0,0,0,98153,63900,11054,24.2,0.597,0.0292,3.02,1.15,2397348.0,0.9895
37,2022-09-12,Milan,Italy,1,competitive,0,0,0,101574,66620,9106,23.74,0.603,0.0479,2.73,1.26,2436549.0,0.9955
38,2022-09-19,Milan,Italy,1,competitive,0,0,0,96351,65177,9214,24.79,0.603,0.0334,2.72,1.09,2409854.0,0.9755
39,2022-09-26,Milan,Italy,1,competitive,0,0,0,94502,62194,10895,23.81,0.593,0.0394,2.7,1.17,2271923.0,0.9695
40,2022-10-03,Milan,Italy,1,competitive,0,0,0,96303,63669,10856,24.03,0.605,0.0484,2.67,1.28,2338610.0,0.9823
41,2022-10-10,Milan,Italy,1,competitive,0,0,0,103786,65579,10591,23.87,0.591,0.028,2.93,1.17,2500390.0,0.9966
42,2022-10-17,Milan,Italy,1,competitive,0,0,0,101931,66687,11095,23.84,0.59,0.0289,2.93,1.2,2454042.0,0.9997
43,2022-10-24,Milan,Italy,1,competitive,0,0,0,106342,65025,10949,24.26,0.601,0.0357,2.74,1.16,2602486.0,0.9985
44,2022-10-31,Milan,Italy,1,competitive,0,0,0,105251,63697,11018,24.33,0.577,0.0316,2.67,1.22,2584070.0,0.9957
45,2022-11-07,Milan,Italy,1,competitive,0,0,0,103144,63978,10984,24.05,0.606,0.0415,2.83,1.16,2502878.0,0.981
46,2022-11-14,Milan,Italy,1,competitive,0,0,0,102580,64844,10754,24.3,0.594,0.0407,3.25,1.29,2517789.0,0.9797
47,2022-11-21,Milan,Italy,1,competitive,0,0,0,91880,63106,10598,23.83,0.604,0.0342,2.74,1.25,2213165.0,0.9817
48,2022-11-28,Milan,Italy,1,competitive,0,0,0,100017,65008,10569,24.44,0.596,0.0319,2.82,1.26,2468989.0,0.9998
49,2022-12-05,Milan,Italy,1,competitive,0,0,0,108944,70988,10940,24.23,0.612,0.0382,2.83,1.17,2664630.0,1.0036
50,2022-12-12,Milan,Italy,1,competitive,0,0,0,108525,70490,11653,23.56,0.602,0.0363,2.83,1.16,2581380.0,0.983
51,2022-12-19,Milan,Italy,1,competitive,0,0,0,112733,70643,10988,23.61,0.606,0.0373,2.77,1.22,2687481.0,0.9925
52,2022-12-26,Milan,Italy,1,competitive,0,0,0,108040,75047,10750,23.89,0.586,0.036,2.75,1.21,2608318.0,0.9909
53,2023-01-02,Milan,Italy,1,competitive,0,0,0,106424,68284,10236,24.29,0.594,0.0375,2.82,1.06,2606753.0,0.9866
54,2023-01-09,Milan,Italy,1,competitive,0,0,0,115070,69720,11702,24.35,0.583,0.0409,3.03,1.19,2826845.0,0.998
55,2023-01-16,Milan,Italy,1,competitive,0,0,0,96520,64786,9405,24.51,0.594,0.0472,2.71,1.21,2389223.0,0.9697
56,2023-01-23,Milan,Italy,1,competitive,0,0,0,106426,67534,10624,24.08,0.625,0.0305,2.93,1.15,2586037.0,1.0168
57,2023-01-30,Milan,Italy,1,competitive,0,0,0,104898,65189,8369,24.23,0.601,0.0318,2.89,1.12,2563582.0,1.0017
58,2023-02-06,Milan,Italy,1,competitive,0,0,0,106926,66303,9102,24.21,0.59,0.0367,2.99,1.24,2613343.0,0.9977
59,2023-02-13,Milan,Italy,1,competitive,0,0,0,105703,69521,11736,24.55,0.587,0.0421,2.72,1.22,2620453.0,1.0021
60,2023-02-20,Milan,Italy,1,competitive,0,0,0,104598,69511,10851,24.31,0.613,0.0305,2.65,1.29,2569678.0,1.0121
61,2023-02-27,Milan,Italy,1,competitive,0,0,0,103432,67910,11972,24.35,0.618,0.0341,2.9,1.12,2541387.0,1.0026
62,2023-03-06,Milan,Italy,1,competitive,0,0,0,108112,69112,11355,24.04,0.6,0.0213,3.1,1.27,2625344.0,0.9997
63,2023-03-13,Milan,Italy,1,competitive,0,0,0,103519,69309,9722,24.19,0.604,0.0538,2.97,1.4,2533234.0,0.9876
64,2023-03-20,Milan,Italy,1,competitive,0,0,0,110407,68435,10816,24.09,0.622,0.0374,2.73,1.25,2685368.0,0.9788
65,2023-03-27,Milan,Italy,1,competitive,0,0,0,106158,68069,8687,23.99,0.572,0.0341,2.84,1.28,2572869.0,0.9951
66,2023-04-03,Milan,Italy,1,competitive,0,0,0,117087,76431,11522,23.96,0.588,0.0272,3.1,1.21,2833149.0,1.0118
67,2023-04-10,Milan,Italy,1,competitive,0,0,0,117611,75460,9965,23.71,0.587,0.0403,2.69,1.22,2816175.0,1.0069
68,2023-04-17,Milan,Italy,1,competitive,0,0,0,111843,75645,9892,23.79,0.595,0.0295,2.93,1.25,2689112.0,1.0155
69,2023-04-24,Milan,Italy,1,competitive,0,0,0,111203,71254,10908,24.32,0.577,0.0333,2.9,1.19,2729895.0,1.014
70,2023-05-01,Milan,Italy,1,competitive,0,0,0,117514,70871,10955,24.85,0.619,0.0363,2.92,1.23,2946374.0,1.002
71,2023-05-08,Milan,Italy,1,competitive,0,0,0,108054,71281,11806,24.66,0.607,0.018,2.72,1.24,2691128.0,1.0053
72,2023-05-15,Milan,Italy,1,competitive,0,0,0,113042,73249,9670,24.79,0.614,0.0319,2.78,1.11,2826703.0,1.0204
73,2023-05-22,Milan,Italy,1,competitive,0,0,0,113549,74311,10903,24.46,0.608,0.0371,2.82,1.2,2804160.0,1.0128
74,2023-05-29,Milan,Italy,1,competitive,0,0,0,115416,71912,8943,24.06,0.603,0.042,2.86,1.14,2801503.0,1.0256
75,2023-06-05,Milan,Italy,1,competitive,0,0,0,111432,71912,9503,24.44,0.609,0.0367,2.74,1.32,2751875.0,0.9878
76,2023-06-12,Milan,Italy,1,competitive,0,0,0,110905,70739,13008,24.69,0.598,0.0324,2.76,1.09,2761376.0,1.0011
77,2023-06-19,Milan,Italy,1,competitive,0,0,0,110871,71533,10302,24.88,0.589,0.0413,2.92,1.2,2784222.0,1.0017
78,2023-06-26,Milan,Italy,1,competitive,0,1,0,104751,69387,9651,23.97,0.6,0.0301,2.81,1.11,2533987.0,0.9978
79,2023-07-03,Milan,Italy,1,competitive,0,1,0,108861,71221,12570,24.97,0.625,0.0432,2.64,1.25,2744967.0,0.9996
80,2023-07-10,Milan,Italy,1,competitive,0,1,0,101437,66003,11397,23.85,0.589,0.0342,3.07,1.2,2443034.0,0.9779
81,2023-07-17,Milan,Italy,1,competitive,0,1,0,102091,64542,11259,23.76,0.601,0.0352,3.04,1.21,2449111.0,0.9832
82,2023-07-24,Milan,Italy,1,competitive,0,1,0,93301,65046,9191,23.71,0.596,0.0368,2.49,1.24,2236364.0,0.993
83,2023-07-31,Milan,Italy,1,competitive,0,1,0,100760,64510,10885,24.42,0.59,0.0323,2.85,1.27,2485138.0,1.0117
84,2023-08-07,Milan,Italy,1,competitive,0,1,0,97342,64365,9859,23.74,0.614,0.0351,2.66,1.12,2332526.0,1.0019
85,2023-08-14,Milan,Italy,1,competitive,0,1,0,96962,62772,8744,24.09,0.594,0.0327,2.82,1.28,2359919.0,0.9923
86,2023-08-21,Milan,Italy,1,competitive,0,1,0,105473,67139,11837,24.6,0.647,0.0399,3.03,1.2,2618806.0,0.9895
87,2023-08-28,Milan,Italy,1,competitive,0,1,0,104636,68479,8565,24.62,0.597,0.0349,2.91,1.23,2601407.0,1.0032
88,2023-09-04,Milan,Italy,1,competitive,0,1,0,99959,70499,10681,24.31,0.602,0.0365,2.65,1.15,2454325.0,1.0057
89,2023-09-11,Milan,Italy,1,competitive,0,1,0,104026,67196,11217,23.97,0.594,0.0378,2.8,1.23,2518299.0,0.9979
90,2023-09-18,Milan,Italy,1,competitive,0,1,0,112961,67398,10385,24.29,0.597,0.046,2.73,1.17,2767479.0,1.0043
91,2023-09-25,Milan,Italy,1,competitive,0,1,0,103884,69870,11850,24.44,0.609,0.0369,2.66,1.11,2562192.0,1.0038
92,2023-10-02,Milan,Italy,1,competitive,0,1,0,106923,67414,10272,24.3,0.63,0.0417,2.87,1.12,2620880.0,1.0132
93,2023-10-09,Milan,Italy,1,competitive,0,1,0,104009,67582,10681,24.87,0.602,0.0397,2.81,1.16,2610222.0,1.0008
94,2023-10-16,Milan,Italy,1,competitive,0,1,0,105686,66481,10144,24.05,0.607,0.0429,2.69,1.3,2567676.0,0.9969
95,2023-10-23,Milan,Italy,1,competitive,0,1,0,99564,65865,11000,23.22,0.615,0.0306,2.83,1.21,2335785.0,0.9937
96,2023-10-30,Milan,Italy,1,competitive,0,1,0,96047,66027,8989,24.06,0.601,0.0399,2.73,1.23,2335255.0,0.9798
97,2023-11-06,Milan,Italy,1,competitive,0,1,0,101561,64126,9636,23.89,0.611,0.0348,2.58,1.2,2449378.0,0.9901
98,2023-11-13,Milan,Italy,1,competitive,0,1,0,103825,66896,10096,24.45,0.599,0.046,3.11,1.12,2560998.0,0.9965
99,2023-11-20,Milan,Italy,1,competitive,0,1,0,100836,65874,9058,24.17,0.611,0.019,2.76,1.22,2461316.0,0.9978
100,2023-11-27,Milan,Italy,1,competitive,0,1,0,101964,66557,11158,24.6,0.603,0.027,2.99,1.21,2532475.0,0.996
101,2023-12-04,Milan,Italy,1,competitive,0,1,0,102739,71527,8469,24.08,0.595,0.034,3.03,1.2,2499705.0,0.9818
102,2023-12-11,Milan,Italy,1,competitive,0,1,0,110986,72291,9203,24.15,0.603,0.0317,2.71,1.21,2706554.0,0.9835
103,2023-12-18,Milan,Italy,1,competitive,0,1,0,112986,73618,8753,24.7,0.588,0.036,2.65,1.3,2819465.0,0.9855
104,2023-12-25,Milan,Italy,1,competitive,0,1,0,111569,76418,13104,24.58,0.594,0.045,2.95,1.13,2768272.0,0.9818
1,2022-01-03,Lisbon,Portugal,2,competitive,0,0,0,37081,23545,3196,21.4,0.617,0.0471,2.7,1.59,804764.0,1.0055
2,2022-01-10,Lisbon,Portugal,2,competitive,0,0,0,38422,23992,3217,21.77,0.637,0.04,2.84,1.4,846524.0,1.002
3,2022-01-17,Lisbon,Portugal,2,competitive,0,0,0,34337,22855,4048,21.95,0.649,0.0522,2.94,1.43,763502.0,1.0084
4,2022-01-24,Lisbon,Portugal,2,competitive,0,0,0,37950,23270,3886,21.42,0.651,0.0341,2.72,1.66,824477.0,1.0222
5,2022-01-31,Lisbon,Portugal,2,competitive,0,0,0,35805,23265,3607,21.3,0.633,0.0421,2.59,1.52,773255.0,1.0119
6,2022-02-07,Lisbon,Portugal,2,competitive,0,0,0,35314,23138,3382,21.08,0.665,0.0373,2.7,1.52,754970.0,1.0051
7,2022-02-14,Lisbon,Portugal,2,competitive,0,0,0,37970,25519,3438,21.6,0.628,0.0436,2.86,1.52,831789.0,1.0207
8,2022-02-21,Lisbon,Portugal,2,competitive,0,0,0,35785,24620,3213,21.35,0.64,0.0438,2.85,1.52,775236.0,1.0219
9,2022-02-28,Lisbon,Portugal,2,competitive,0,0,0,35697,24356,3962,20.97,0.654,0.0296,2.83,1.51,759599.0,1.0091
10,2022-03-07,Lisbon,Portugal,2,competitive,0,0,0,36909,24779,3863,21.8,0.643,0.048,2.71,1.57,816287.0,1.0119
11,2022-03-14,Lisbon,Portugal,2,competitive,0,0,0,37110,23740,3888,21.41,0.65,0.04,2.72,1.59,805849.0,1.0026
12,2022-03-21,Lisbon,Portugal,2,competitive,0,0,0,37430,24113,4152,22.08,0.646,0.0381,3.1,1.42,836727.0,0.9966
13,2022-03-28,Lisbon,Portugal,2,competitive,0,0,0,37861,24471,3972,21.33,0.645,0.0329,2.36,1.4,817853.0,1.0004
14,2022-04-04,Lisbon,Portugal,2,competitive,0,0,0,39865,24749,3002,21.71,0.643,0.0445,2.79,1.59,877274.0,0.9792
15,2022-04-11,Lisbon,Portugal,2,competitive,0,0,0,37823,24723,4135,21.17,0.627,0.0402,2.78,1.51,811912.0,0.9675
16,2022-04-18,Lisbon,Portugal,2,competitive,0,0,0,39693,24503,3597,21.38,0.613,0.0498,2.82,1.62,860545.0,0.9727
17,2022-04-25,Lisbon,Portugal,2,competitive,0,0,0,37241,23081,3086,21.59,0.631,0.0314,3.0,1.49,814350.0,0.9711
18,2022-05-02,Lisbon,Portugal,2,competitive,0,0,0,38470,24719,4125,21.94,0.634,0.0456,2.79,1.38,854265.0,0.9847
19,2022-05-09,Lisbon,Portugal,2,competitive,0,0,0,36818,24949,3120,21.7,0.641,0.035,2.83,1.51,810252.0,0.9801
20,2022-05-16,Lisbon,Portugal,2,competitive,0,0,0,34273,22199,3041,20.99,0.649,0.0549,2.7,1.54,729646.0,0.9132
21,2022-05-23,Lisbon,Portugal,2,competitive,0,0,0,36386,23483,2981,21.14,0.632,0.0281,2.69,1.36,778781.0,0.9677
22,2022-05-30,Lisbon,Portugal,2,competitive,0,0,0,40929,25283,3663,21.41,0.639,0.0404,2.79,1.42,887060.0,0.996
23,2022-06-06,Lisbon,Portugal,2,competitive,0,0,0,40292,24971,3069,21.61,0.639,0.0418,2.8,1.49,881872.0,0.9981
24,2022-06-13,Lisbon,Portugal,2,competitive,0,0,0,39412,23591,4269,21.29,0.616,0.0325,2.84,1.63,850617.0,0.9831
25,2022-06-20,Lisbon,Portugal,2,competitive,0,0,0,36354,23953,3359,21.33,0.629,0.0438,2.72,1.46,785922.0,0.983
26,2022-06-27,Lisbon,Portugal,2,competitive,0,0,0,37006,24762,3636,21.72,0.629,0.0487,2.9,1.52,815062.0,0.9902
27,2022-07-04,Lisbon,Portugal,2,competitive,0,0,0,35284,24637,3040,21.57,0.651,0.0344,2.89,1.49,772089.0,0.981
28,2022-07-11,Lisbon,Portugal,2,competitive,0,0,0,35558,23583,2980,21.5,0.671,0.0351,2.88,1.47,774897.0,0.9918
29,2022-07-18,Lisbon,Portugal,2,competitive,0,0,0,35529,22954,3431,21.6,0.666,0.0507,2.81,1.56,778169.0,0.988
30,2022-07-25,Lisbon,Portugal,2,competitive,0,0,0,32819,23081,3232,21.43,0.63,0.0412,2.83,1.38,712867.0,0.989
31,2022-08-01,Lisbon,Portugal,2,competitive,0,0,0,31314,21893,2680,21.28,0.637,0.041,2.7,1.41,675623.0,0.9862
32,2022-08-08,Lisbon,Portugal,2,competitive,0,0,0,38231,22668,2889,20.99,0.659,0.0377,2.43,1.56,813077.0,1.0114
33,2022-08-15,Lisbon,Portugal,2,competitive,0,0,0,32705,22405,3274,21.58,0.656,0.0431,3.03,1.44,715453.0,1.0073
34,2022-08-22,Lisbon,Portugal,2,competitive,0,0,0,33821,23484,3313,21.0,0.653,0.0453,2.65,1.54,721091.0,0.9931
35,2022-08-29,Lisbon,Portugal,2,competitive,0,0,0,37143,24348,4004,22.17,0.642,0.0348,2.64,1.44,833979.0,1.0046
36,2022-09-05,Lisbon,Portugal,2,competitive,0,0,0,38894,23868,2929,20.94,0.642,0.0268,2.75,1.64,826183.0,0.9895
37,2022-09-12,Lisbon,Portugal,2,competitive,0,0,0,37646,24189,3175,21.05,0.631,0.0447,2.78,1.58,803914.0,0.9955
38,2022-09-19,Lisbon,Portugal,2,competitive,0,0,0,33725,23046,3986,21.07,0.636,0.0445,2.75,1.4,720265.0,0.9755
39,2022-09-26,Lisbon,Portugal,2,competitive,0,0,0,33740,23653,4035,22.19,0.666,0.0275,2.79,1.5,759334.0,0.9695
40,2022-10-03,Lisbon,Portugal,2,competitive,0,0,0,34314,22982,2979,21.66,0.677,0.0439,2.66,1.43,753101.0,0.9823
41,2022-10-10,Lisbon,Portugal,2,competitive,0,0,0,35652,24204,4185,20.96,0.625,0.0389,2.95,1.52,758303.0,0.9966
42,2022-10-17,Lisbon,Portugal,2,competitive,0,0,0,36585,24650,3892,21.23,0.631,0.028,2.84,1.56,788236.0,0.9997
43,2022-10-24,Lisbon,Portugal,2,competitive,0,0,0,35865,23915,3846,21.82,0.649,0.0371,2.96,1.48,793193.0,0.9985
44,2022-10-31,Lisbon,Portugal,2,competitive,0,0,0,33481,23719,4144,21.52,0.635,0.0346,2.84,1.45,730829.0,0.9957
45,2022-11-07,Lisbon,Portugal,2,competitive,0,0,0,35777,23043,3464,21.53,0.633,0.0249,2.77,1.52,780786.0,0.981
46,2022-11-14,Lisbon,Portugal,2,competitive,0,0,0,35665,23187,3249,22.0,0.645,0.0394,2.71,1.49,794995.0,0.9797
47,2022-11-21,Lisbon,Portugal,2,competitive,0,0,0,34257,22951,3153,21.77,0.647,0.038,3.0,1.55,756447.0,0.9817
48,2022-11-28,Lisbon,Portugal,2,competitive,0,0,0,35342,23624,3847,21.89,0.634,0.0434,2.77,1.45,783913.0,0.9998
49,2022-12-05,Lisbon,Portugal,2,competitive,0,0,0,40296,25996,4298,21.08,0.638,0.0501,2.67,1.49,861060.0,1.0036
50,2022-12-12,Lisbon,Portugal,2,competitive,0,0,0,40500,26442,3356,21.45,0.606,0.0429,3.03,1.4,879831.0,0.983
51,2022-12-19,Lisbon,Portugal,2,competitive,0,0,0,39999,26901,4134,21.51,0.617,0.0461,2.72,1.46,872161.0,0.9925
52,2022-12-26,Lisbon,Portugal,2,competitive,0,0,0,42114,26582,4243,21.82,0.634,0.0493,2.66,1.5,930889.0,0.9909
53,2023-01-02,Lisbon,Portugal,2,competitive,0,0,0,39776,25251,3266,21.83,0.645,0.0388,2.62,1.45,879294.0,0.9866
54,2023-01-09,Lisbon,Portugal,2,competitive,0,0,0,37413,25382,4316,21.22,0.642,0.0329,2.53,1.47,805097.0,0.998
55,2023-01-16,Lisbon,Portugal,2,competitive,0,0,0,35217,23544,2980,20.71,0.663,0.0256,2.83,1.63,740857.0,0.9697
56,2023-01-23,Lisbon,Portugal,2,competitive,0,0,0,36304,24864,4198,21.49,0.606,0.0325,2.79,1.44,790914.0,1.0168
57,2023-01-30,Lisbon,Portugal,2,competitive,0,0,0,37636,24888,4042,20.6,0.65,0.0551,2.66,1.7,787994.0,1.0017
58,2023-02-06,Lisbon,Portugal,2,competitive,0,0,0,36638,24001,2848,21.78,0.658,0.0473,2.84,1.5,808776.0,0.9977
59,2023-02-13,Lisbon,Portugal,2,competitive,0,0,0,40414,26036,3873,21.37,0.627,0.0387,2.72,1.45,874973.0,1.0021
60,2023-02-20,Lisbon,Portugal,2,competitive,0,0,0,39918,24965,3209,21.71,0.652,0.0379,2.59,1.5,877854.0,1.0121
61,2023-02-27,Lisbon,Portugal,2,competitive,0,0,0,37068,24887,3061,21.19,0.671,0.0512,2.67,1.67,797939.0,1.0026
62,2023-03-06,Lisbon,Portugal,2,competitive,0,0,0,40971,25332,4356,20.86,0.641,0.0395,2.91,1.41,865370.0,0.9997
63,2023-03-13,Lisbon,Portugal,2,competitive,0,0,0,37959,25212,3818,21.85,0.617,0.0431,2.81,1.51,840825.0,0.9876
64,2023-03-20,Lisbon,Portugal,2,competitive,0,0,0,37750,24972,4252,21.3,0.644,0.0364,2.48,1.54,815612.0,0.9788
65,2023-03-27,Lisbon,Portugal,2,competitive,0,0,0,40600,25607,3443,21.04,0.63,0.0334,2.95,1.55,866131.0,0.9951
66,2023-04-03,Lisbon,Portugal,2,competitive,0,0,0,43501,27624,4429,21.9,0.641,0.0508,2.8,1.56,965600.0,1.0118
67,2023-04-10,Lisbon,Portugal,2,competitive,0,0,0,40924,27037,3670,21.73,0.641,0.0387,2.77,1.59,902175.0,1.0069
68,2023-04-17,Lisbon,Portugal,2,competitive,0,0,0,41721,28174,4121,21.44,0.627,0.0346,2.74,1.46,906838.0,1.0155
69,2023-04-24,Lisbon,Portugal,2,competitive,0,0,0,40454,26625,3893,21.8,0.658,0.0486,2.58,1.44,893399.0,1.014
70,2023-05-01,Lisbon,Portugal,2,competitive,0,0,0,39677,27068,3828,21.74,0.639,0.0237,2.92,1.6,875571.0,1.002
71,2023-05-08,Lisbon,Portugal,2,competitive,0,0,0,39199,26433,4244,21.18,0.64,0.0291,2.84,1.54,842447.0,1.0053
72,2023-05-15,Lisbon,Portugal,2,competitive,0,0,0,40781,26436,4039,21.22,0.662,0.0495,3.01,1.51,877348.0,1.0204
73,2023-05-22,Lisbon,Portugal,2,competitive,0,0,0,40306,26863,4520,22.11,0.627,0.0363,2.68,1.58,903899.0,1.0128
74,2023-05-29,Lisbon,Portugal,2,competitive,0,0,0,40775,28568,5034,21.35,0.635,0.0397,2.99,1.51,883488.0,1.0256
75,2023-06-05,Lisbon,Portugal,2,competitive,0,0,0,40837,25992,4207,21.36,0.656,0.0501,2.89,1.38,883039.0,0.9878
76,2023-06-12,Lisbon,Portugal,2,competitive,0,0,0,39631,26776,3237,21.7,0.612,0.0392,3.14,1.41,871319.0,1.0011
77,2023-06-19,Lisbon,Portugal,2,competitive,0,0,0,40070,26854,4311,21.06,0.623,0.0435,2.78,1.58,856603.0,1.0017
